latitude,longitude,capture_date,rain_3d_sum_mm,rain_7d_sum_mm,rain_14d_sum_mm,temp_3d_mean_c,temp_7d_mean_c,temp_14d_mean_c,temp_7d_max_c,humidity_7d_mean_pct,humidity_14d_mean_pct,wind_7d_max_kmh,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_p25,ndvi_p75,savi_mean,savi_std,savi_min,savi_max,savi_p25,savi_p75,ndwi_mean,ndwi_std,ndwi_min,ndwi_max,ndwi_p25,ndwi_p75
36.7783,-119.4179,2026-07-24,0.0,1.3,4.3,29.066666666666666,29.785714285714285,30.157142857142855,38.6,31.571428571428573,31.357142857142858,20.7,0.2676307260990143,0.18153440952301025,-1.0,1.0,0.11479906737804413,0.41203218698501587,0.40141478180885315,0.2722809314727783,-1.4994491338729858,1.499394416809082,0.17218543589115143,0.6179952621459961,0.008050963282585144,0.16128219664096832,-1.0,0.689451277256012,-0.11917674541473389,0.1197751984000206
